Client 1 started! ... 
round_1_aggregation order: [1, 0, 3, 4]
round_2_aggregation order: [1, 0, 3, 5]
round_3_aggregation order: [1, 5, 0, 3]
round_4_aggregation order: [1, 5, 0, 6]
round_5_aggregation order: [1, 0, 5, 4]
round_6_aggregation order: [1, 5, 6, 0]
round_7_aggregation order: [1, 0, 5, 6]
round_8_aggregation order: [1, 5, 6, 0]
round_9_aggregation order: [1, 5, 6, 0]
round_10_aggregation order: [1, 5, 0, 6]
round_11_aggregation order: [1, 5, 6, 0]
round_12_aggregation order: [1, 5, 6, 0]
round_13_aggregation order: [1, 5, 6, 0]
round_14_aggregation order: [1, 5, 6, 0]
round_15_aggregation order: [1, 3, 5, 6]
round_16_aggregation order: [1, 3, 5, 6]
round_17_aggregation order: [1, 3, 5, 6]
round_18_aggregation order: [1, 3, 5, 6]
round_19_aggregation order: [1, 3, 5, 6]
round_20_aggregation order: [1, 3, 5, 6]
round_21_aggregation order: [1, 3, 5, 6]
round_22_aggregation order: [1, 3, 5, 6]
round_23_aggregation order: [1, 3, 5, 6]
round_24_aggregation order: [1, 3, 5, 6]
round_25_aggregation order: [1, 3, 5, 6]
round_26_aggregation order: [1, 3, 5, 6]
round_27_aggregation order: [1, 3, 5, 6]
round_28_aggregation order: [1, 3, 5, 6]
round_29_aggregation order: [1, 3, 5, 6]
round_30_aggregation order: [1, 3, 5, 6]
round_31_aggregation order: [1, 3, 5, 6]
round_32_aggregation order: [1, 3, 5, 6]
round_33_aggregation order: [1, 3, 5, 6]
round_34_aggregation order: [1, 3, 5, 6]
round_35_aggregation order: [1, 3, 5, 6]
round_36_aggregation order: [1, 3, 5, 6]
round_37_aggregation order: [1, 3, 5, 6]
round_38_aggregation order: [1, 3, 5, 6]
round_39_aggregation order: [1, 3, 5, 6]
round_40_aggregation order: [1, 3, 5, 6]
round_41_aggregation order: [1, 3, 5, 6]
round_42_aggregation order: [1, 3, 5, 6]
round_43_aggregation order: [1, 3, 5, 6]
round_44_aggregation order: [1, 3, 5, 6]
round_45_aggregation order: [1, 3, 5, 6]
round_46_aggregation order: [1, 3, 5, 6]
round_47_aggregation order: [1, 3, 5, 6]
round_48_aggregation order: [1, 3, 5, 6]
round_49_aggregation order: [1, 3, 5, 6]
round_50_aggregation order: [1, 3, 5, 6]
round_51_aggregation order: [1, 3, 5, 6]
round_52_aggregation order: [1, 3, 5, 6]
round_53_aggregation order: [1, 3, 5, 6]
round_54_aggregation order: [1, 3, 5, 6]
round_55_aggregation order: [1, 3, 5, 6]
round_56_aggregation order: [1, 3, 5, 6]
round_57_aggregation order: [1, 3, 5, 6]
round_58_aggregation order: [1, 3, 5, 6]
round_59_aggregation order: [1, 3, 5, 6]
round_60_aggregation order: [1, 3, 5, 6]
round_61_aggregation order: [1, 3, 5, 6]
round_62_aggregation order: [1, 3, 5, 6]
round_63_aggregation order: [1, 3, 5, 6]
round_64_aggregation order: [1, 3, 5, 6]
round_65_aggregation order: [1, 3, 5, 6]
round_66_aggregation order: [1, 3, 5, 6]
round_67_aggregation order: [1, 3, 5, 6]
round_68_aggregation order: [1, 3, 5, 0]
round_69_aggregation order: [1, 0, 3, 4]
round_70_aggregation order: [1, 0, 3, 4]
round_71_aggregation order: [1, 0, 3, 4]
round_72_aggregation order: [1, 0, 3, 4]
round_73_aggregation order: [1, 0, 3, 4]
round_74_aggregation order: [1, 0, 3, 4]
round_75_aggregation order: [1, 0, 3, 4]
round_76_aggregation order: [1, 0, 3, 4]
round_77_aggregation order: [1, 0, 3, 4]
round_78_aggregation order: [1, 0, 3, 4]
round_79_aggregation order: [1, 0, 3, 4]
round_80_aggregation order: [1, 0, 3, 4]
round_81_aggregation order: [1, 0, 3, 4]
round_82_aggregation order: [1, 0, 4, 5]
round_83_aggregation order: [1, 0, 4, 5]
round_84_aggregation order: [1, 0, 4, 5]
round_85_aggregation order: [1, 0, 4, 5]
round_86_aggregation order: [1, 0, 4, 5]
round_87_aggregation order: [1, 0, 4, 5]
round_88_aggregation order: [1, 4, 5, 0]
round_89_aggregation order: [1, 4, 5, 0]
round_90_aggregation order: [1, 4, 5, 0]
round_91_aggregation order: [1, 0, 4, 5]
round_92_aggregation order: [1, 5, 0, 4]
round_93_aggregation order: [1, 0, 4, 5]
round_94_aggregation order: [1, 0, 4, 5]
round_95_aggregation order: [1, 0, 4, 5]
round_96_aggregation order: [1, 0, 4, 5]
round_97_aggregation order: [1, 0, 4, 5]
round_98_aggregation order: [1, 0, 4, 5]
round_99_aggregation order: [1, 0, 4, 5]
round_100_aggregation order: [1, 0, 4, 5]
round_101_aggregation order: [1, 0, 4, 5]
round_102_aggregation order: [1, 0, 4, 5]
round_103_aggregation order: [1, 0, 4, 5]
round_104_aggregation order: [1, 4, 5, 0]
round_105_aggregation order: [1, 0, 5, 4]
round_106_aggregation order: [1, 4, 5, 0]
round_107_aggregation order: [1, 0, 4, 5]
round_108_aggregation order: [1, 0, 4, 5]
round_109_aggregation order: [1, 0, 4, 5]
round_110_aggregation order: [1, 0, 4, 5]
round_111_aggregation order: [1, 0, 4, 5]
round_112_aggregation order: [1, 4, 5, 0]
round_113_aggregation order: [1, 4, 5, 0]
round_114_aggregation order: [1, 4, 5, 0]
round_115_aggregation order: [1, 0, 4, 5]
round_116_aggregation order: [1, 4, 5, 0]
round_117_aggregation order: [1, 4, 5, 0]
round_118_aggregation order: [1, 4, 5, 0]
round_119_aggregation order: [1, 5, 0, 4]
round_120_aggregation order: [1, 5, 0, 4]
round_121_aggregation order: [1, 0, 4, 5]
round_122_aggregation order: [1, 0, 4, 5]
round_123_aggregation order: [1, 0, 4, 5]
round_124_aggregation order: [1, 0, 4, 5]
round_125_aggregation order: [1, 0, 5, 4]
round_126_aggregation order: [1, 0, 4, 5]
round_127_aggregation order: [1, 0, 4, 5]
round_128_aggregation order: [1, 0, 4, 5]
round_129_aggregation order: [1, 0, 4, 5]
round_130_aggregation order: [1, 4, 5, 0]
round_131_aggregation order: [1, 4, 5, 0]
round_132_aggregation order: [1, 0, 4, 5]
round_133_aggregation order: [1, 4, 5, 0]
